CodigoDepartamento,NombreDepartamento,CodigoMunicipio,municipio,nombrecomercial,bandera,direccion,producto,precio,estado,fecharegistro,periodo
17,NARIÑO,746,PASTO,SERVICENTRO CRUZ DE AMARILLO,BIOMAX,VEREDA CRUZ DE AMARILLO DE PASTO,GASOLINA CORRIENTE OXIGENADA,7360,A,07/09/2019 12:00:00 AM,07/01/2019 12:00:00 AM
27,PUTUMAYO,1109,PUERTO LEGUIZAMO,ESTACION DE SERVICIO CASACUNTE,TERPEL,Carrera 1 calle 6a esquina,BIODIESEL EXTRA,8875,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
16,META,728,GRANADA,ESTACION DE SERVICIO HF,BIOMAX,250 METROS DESPUES DEL BATALLON 21 VARGAS,GASOLINA EXTRA OXIGENADA,12830,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,59,CAICEDO,ESTACION DE SERVICIO CAICEDO,TEXACO,VEREDA LA BOLSA,GASOLINA CORRIENTE OXIGENADA,10450,A,07/20/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,762,EL CHARCO,LOS TOCAYOS - CHARCO,PETRDECOL,VEREDA AGUA PRIETA,BIODIESEL EXTRA,7852,A,07/09/2019 12:00:00 AM,07/01/2019 12:00:00 AM
4,BOLIVAR,214,SAN JUAN NEPOMUCENO,ESTACION DE SERVICIO COSTA NORTE,PUMA,Carretera Troncal Sector Nogales,GASOLINA CORRIENTE OXIGENADA,9529,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,474,MOÑITOS,ESTACION DE SERVICIO MOÑITOS EL PORVENIR,PETROMIL,KILOMETRO 7 VIA MOÑITOS - SAN BERNARDO,BIODIESEL EXTRA,9680,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
16,META,717,VILLAVICENCIO,ESTACION DE SERVICIO MILENIUMGAS PAVITOS,TERPEL,Avenida Catama Calle 35 No.11-10,BIODIESEL EXTRA,7910,A,07/15/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,785,NARIÑO,ESTACION DE SERVICIO AUTOMOTRIZ ESTACION DE SERVICIO NARIÑO,TERPEL,KILOMETRO 15-800 METROS VIA NARIÑO,BIODIESEL EXTRA,7300,A,07/20/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,68,CAUCASIA,ESTACION DE SERVICIO DISTRACOM CANDILEJAS,TEXACO,CARRERA 20 No. 27-74,GASOLINA CORRIENTE OXIGENADA,9930,A,07/08/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,782,MAGUI,ESTACION DE SERVICIO LA BOCA,PETROMIL,BARRIO CUATA,ACPM - DIESEL,9780,A,07/15/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION NAVARRA,PETROBRAS,CARRERA 45 No. 104-40,GASOLINA EXTRA OXIGENADA,13480,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,746,PASTO,CORPORACION DE TRANSPORTADORES NARIÑENSES,MOBIL,CARRERA 19 No.22B-69 CALLE 24 No. 19-27 BARRIO CENTENARIO DE PASTO,BIODIESEL EXTRA,7240,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
9,CESAR,436,AGUACHICA,ESTACION DE SERVICIO EL DORADO No 2,TERPEL,KILOMETRO 54 009 VIA AGUACHICA SAN MARTIN,BIODIESEL EXTRA,8300,A,07/30/2019 12:00:00 AM,07/01/2019 12:00:00 AM
22,SUCRE,967,COROZAL,LAS BRISAS,TEXACO,CARRETERA TRONCAL KILOMETRO 2 VIA COROZAL - SINCELEJO,BIODIESEL EXTRA,8385,A,07/09/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,148,URRAO,ESTACION DE SERVICIO PENDERISCO,ZEUSS,CALLE 15 NO 32 - 07 SECTOR AGUSTIN URRAO,BIODIESEL EXTRA,9850,A,07/08/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,789,POLICARPA,ESTACION DE SERVICIO PIEDRA GRANDE,BIOMAX,CORREGIMIENTO ESPECIAL,ACPM - DIESEL,8500,A,07/10/2019 12:00:00 AM,07/01/2019 12:00:00 AM
18,NORTE DE SANTANDER,811,ABREGO,ESTACION DE SERVICIO LOS COLORADOS,COOMULPINORT,LOTE OROQUE PR 30 0224 HASTA 30 0492,BIODIESEL EXTRA,6690,A,07/10/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1075,YUMBO,GOMEZ Y CIA INVERSIONES EDS LAS AMERICAS,PETROBRAS,CALLE 10 No. 19-72,BIODIESEL EXTRA,8799,A,07/08/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,522,GACHETA,ESTACION DE SERVICIO Y REPUESTOS GACHETA,BIOMAX,AVENIDA CARRERA 8 No. 2A-45,BIODIESEL EXTRA,9459,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
14,LA GUAJIRA,684,URIBIA,ESTACION DE SERVICIO JG,AYATAWACOOP,Diag. 5  No. 1-42,ACEM - DIESEL ECOLOGICO,6450,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
13,HUILA,635,NEIVA,OPERACIONES Y SERVICIOS DE COMBUSTIBLES S.A.S.,TERPEL,CALLE 8 No 29 - 179 - 197,GASOLINA EXTRA OXIGENADA,11882,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
13,HUILA,635,NEIVA,OPERACIONES Y SERVICIOS DE COMBUSTIBLES S.A.S.,TERPEL,CALLE 8 No 29 - 179 - 197,GASOLINA CORRIENTE OXIGENADA,9660,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,ESTACION DE SERVICIO LA 73,TERPEL,DIAGONAL 26 J  No. 73-03,BIODIESEL EXTRA,9180,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
22,SUCRE,963,SINCELEJO,ESTACION SUCRE DORADO,TEXACO,Carrera 4 No. 10A-60,GASOLINA EXTRA OXIGENADA,12050,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
8,CAUCA,421,PURACE,ESTACIÓN DE SERVICIO RIO NEGRO PALETARÁ,TEXACO,CORREGUIMIENTO DE PALETARÁ,GASOLINA CORRIENTE OXIGENADA,9940,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,78,EL BAGRE,EDS EL CARMEN EL BAGRE,TERPEL,CARRERA 41 No. 33-60,BIODIESEL EXTRA,9260,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,142,TARAZA,ESTACION DE SERVICIO DISTRACOM IBC,TEXACO,CRA 28 No 25 - 05-03 BARRIO LA BOMBA,BIODIESEL EXTRA,9060,A,07/08/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,752,BELEN,ESTACION DE SERVICIO CENTRAL,TERPEL,AVENIDA 1 SALIDA A PASTO,GASOLINA CORRIENTE OXIGENADA,7555,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,773,IPIALES,ESTACION DE SERVICIO ESSO RUMICHACA,MOBIL,Calle 17  No. 12-212 Vía a Rumichaca,ACPM - DIESEL,7445,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,949,SAN VICENTE DE CHUCURI,ESTACIÓN DE SERVICIO LA NAPOLES,BIOMAX,CARRERA 7 No. 14 - 15 CENTRO POBLADO DE YARIMA,GASOLINA CORRIENTE OXIGENADA,9270,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
20,RISARALDA,874,SANTA ROSA DE CABAL,ESTACION DE SERVICIO MOBIL LA HERMOSA,MOBIL,VIA RETORNO VARIANTE SECTOR SAN ROQUE,GASOLINA CORRIENTE OXIGENADA,9493,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
9,CESAR,446,GAMARRA,ESTACION DE SERVICIOS FLUVIAL COOTRAGAM,TERPEL,Cr. 3 No. 1b - 26 Barrio La Pesquera,GASOLINA CORRIENTE OXIGENADA,7900,A,07/23/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,133,SAN VICENTE FERRER,ESTACION DE SERVICIO SAN VICENTE ZAPATA,ZEUSS,CALLE 35 No. 35 - 120,BIODIESEL EXTRA,9250,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,795,ROBERTO PAYAN,EDS LOS PUEBLOS,TERPEL,BARRIO PORVENIR,GASOLINA CORRIENTE OXIGENADA,10170,A,07/29/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,604,ZIPAQUIRA,COMPAÑÍA DE INVERSIONES COMERCIALES EN TRANSPORTE Y MINERIA LTDA,TEXACO,CARRERA 36 No. 6-25,BIODIESEL EXTRA,9218,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
4,BOLIVAR,183,CARTAGENA DE INDIAS,ESTACION DE SERVICIO PEDRO DE HEREDIA,MOBIL,CALLE 31 No. 30 D - 50,GASOLINA EXTRA OXIGENADA,12200,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,522,GACHETA,EDS TRES ESQUINAS,ZEUSS,CALLE 6 No. 7-05,BIODIESEL EXTRA,9497,A,07/08/2019 12:00:00 AM,07/01/2019 12:00:00 AM
9,CESAR,445,EL PASO,ESTACION DE SERVICIO AUTOMOTRIZ MI FUTURO,SAVE,VIA AL MAR CUATRO VIENTOS CESAR,GASOLINA CORRIENTE OXIGENADA,7900,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
9,CESAR,456,SAN ALBERTO,ESTACION DE SERVICIO LAS MINAS,TERPEL,KM 10 Vía San Alberto - Aguachica - Vereda los Miradores,GASOLINA CORRIENTE OXIGENADA,8900,A,07/29/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,558,PUERTO SALGAR,ESTACION DE SERVICIO Y PARADOR CORAN,PETROMIL,AUTOPISTA BOGOTA-MEDELLIN 500 METROS ADELANTE DEL MATADERO MUNICIPAL,BIODIESEL EXTRA,8590,A,07/26/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,793,PUPIALES,CENTRO DE SERVICIOS SAN FRANCISCO,TERPEL,CARRERA 3 No. 2 - 09,GASOLINA CORRIENTE OXIGENADA,10100,A,07/24/2019 12:00:00 AM,07/01/2019 12:00:00 AM
27,PUTUMAYO,1115,VILLAGARZON,ESTACION DE SERVICIO FALKONERY,TERPEL,CARRERA 7 NO 13B - 70 BARRIO SAN DIEGO,BIODIESEL EXTRA,9700,A,07/29/2019 12:00:00 AM,07/01/2019 12:00:00 AM
27,PUTUMAYO,1115,VILLAGARZON,ESTACION DE SERVICIO FALKONERY,TERPEL,CARRERA 7 NO 13B - 70 BARRIO SAN DIEGO,GASOLINA CORRIENTE OXIGENADA,9900,A,07/29/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,799,SAN LORENZO,ESTACION DE SERVICIO EL CARMEN ORDOÑEZ,TERPEL,CORREGIMIENTO DEL CARMEN DE SAN LORENZO,ACPM - DIESEL,7502,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,807,SAN ANDRES DE TUMACO,EDS LLORENTE,PETROMIL,CORREGUIMIENTO EL PINDE,ACPM - DIESEL,7200,A,07/08/2019 12:00:00 AM,07/01/2019 12:00:00 AM
15,MAGDALENA,687,SANTA MARTA,ESTACION DE SERVICIO EL BURECHE,PUMA,CARRERA 21 No. 49-63,GASOLINA CORRIENTE OXIGENADA,9400,A,07/08/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",EDS SAN CRISTOBAL NORTE,BIOMAX,CARRERA  7 No. 164-50,GASOLINA EXTRA OXIGENADA,12990,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO COUNTRY CLUB DE BOGOTA,TEXACO,CLL 127 C N 15 - 02,GASOLINA EXTRA OXIGENADA,11500,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,528,GUASCA,ESTACION DE SERVICIO SERVICENTRO SAN RAFAEL LTDA,TERPEL,VEREDA FLORESTA,GASOLINA CORRIENTE OXIGENADA,9620,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
7,CAQUETA,381,CARTAGENA DEL CHAIRA,EDS RISARALDENSE,TERPEL,KILOMETRO 52 VIA CARTAGENA DEL CHAIRA,BIODIESEL EXTRA,9800,A,07/08/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO LAS VEGAS,PETROBRAS,AVENIDA CARRERA 45 No. 164-74,BIODIESEL EXTRA,8930,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,751,BARBACOAS,ESTACION FLUVIAL EL PARADOR NO 2,PETROMIL,BARBACOAS RIÓ TELEMBÍ,BIODIESEL EXTRA,7570,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
9,CESAR,440,BOSCONIA,ESTACION DE SERVICIO ARIGUANI,TERPEL,SALIDA A FUNDACION,GASOLINA CORRIENTE OXIGENADA,7970,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,139,SONSON,ESTACION DE SERVICIO DISTRACOM BUENOS AIRES,TEXACO,DIAGONAL 7 No. 17 - 21,GASOLINA CORRIENTE OXIGENADA,10260,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,34,MEDELLIN,ESTACION DE SERVICIO DISTRACOM PARQUE NORTE,MOBIL,CARRERA 52 No. 81-30,GASOLINA EXTRA OXIGENADA,12450,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
15,MAGDALENA,687,SANTA MARTA,ESTACION DE SERVICIO AUTOMOTRIZ SANTA MONICA J M,PETROMIL,TRONCAL DEL CARIBE KILOMETRO 5 ENTRADA NEGUANJE,GASOLINA EXTRA OXIGENADA,10500,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,746,PASTO,ESTACION DE SERVICIO EKIPETROL DOLORES,MOBIL,VEREDA DOLORES CENTRO,BIODIESEL EXTRA,7243,A,07/07/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1037,ANDALUCIA,ESTACION LOS ALPES SA,MOBIL,CARRETERA CENTRAL VIA TULUA - ANDALUCIA KILOMETRO 4,BIODIESEL EXTRA,8700,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,876,BUCARAMANGA,EDS EL GUAMITO,TERPEL,KILOMETRO 13 VIA PALENQUE CAFÉ MADRID,BIODIESEL EXTRA,8520,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,71,COCORNA,ESTACION DE SERVICIO AUTOMOTRIZ EL MOTORISTA,ZEUSS,KM. 84 AUTOPISTA MEDELLIN- BOGOTA VEREDA LA PIÑUELA,GASOLINA CORRIENTE OXIGENADA,9572,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
7,CAQUETA,390,SAN VICENTE DEL CAGUAN,ESTACION DE SERVICIO EL JARDIN JP,TERPEL,CALLE 4 SUR No. 9A - 07,GASOLINA CORRIENTE OXIGENADA,9500,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1075,YUMBO,INVERSIONES LA CORAZA LTDA,MOBIL,Carrera 32 No.16-17 Acopi,BIODIESEL EXTRA,9100,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,135,SANTA ROSA DE OSOS,ESTACION DE SERVICIO BRISAS DEL NORTE EN SANTA ROSA DE OSOS,TERPEL,KILOMETRO 72 VIA YARUMAL VEREDA LA CIRCASIA,GASOLINA EXTRA OXIGENADA,12390,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1065,ROLDANILLO,SERVINORTE,TERPEL,CLL 9 2-02,GASOLINA CORRIENTE OXIGENADA,9620,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,604,ZIPAQUIRA,LIBERTADOR,MOBIL,CALLE 7 No. 9-75,GASOLINA CORRIENTE OXIGENADA,9720,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,876,BUCARAMANGA,ESTACION DE SERVICIO NORTE,MOBIL,Kilómetro 1 Vía Pamplona 2-00,BIODIESEL EXTRA,8900,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,118,RIONEGRO,ESTACION DE SERVICIO SAN ANTONIO,TERPEL,CALLE 38 No. 62A-31,GASOLINA EXTRA OXIGENADA,12720,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,ESTACION DE SERVICIO MOBIL PASOANCHO,MOBIL,CALLE 13 No. 52-92,GASOLINA EXTRA OXIGENADA,11890,A,07/25/2019 12:00:00 AM,07/01/2019 12:00:00 AM
9,CESAR,458,SAN MARTIN,ESTACION DE SERVICIO EL ENCANTO,TERPEL,KM 1 1-2 DEL PEAJE MORRISON MARGEN DERECHO,BIODIESEL EXTRA,8200,A,07/22/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,504,CHIA,ESTACION DE SERVICIO CHIA,TERPEL,CALLE 2 Nº 2 - 40,GASOLINA EXTRA OXIGENADA,11940,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1053,FLORIDA,AUTOSERVICIO LA PORTADA,MOBIL,CALLE 9 No. 30-44,GASOLINA CORRIENTE OXIGENADA,9440,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
16,META,737,PUERTO LOPEZ,ESTACION DE SERVICIO EL RUBI,TEXACO,KILOMETRO 76 VIA PUERTO GAITAN,GASOLINA CORRIENTE OXIGENADA,10230,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
14,LA GUAJIRA,679,HATONUEVO,ESTACION DE SERVICIO TULUA,AYATAWACOOP,Calle 20  No. 15A-41,GASOLINA CORRIENTE OXIGENADA,7089,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
4,BOLIVAR,183,CARTAGENA DE INDIAS,SERVICENTRO ESSO EL LIMBO,MOBIL,ENTRADA BOCAGRANDE SECTOR EL LIMBO,BIODIESEL EXTRA,9670,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
2,ATLANTICO,159,BARRANQUILLA,ESTACION DE SERVICIO AUTOMOTRIZ LAS PALMITAS,MOBIL,CALLE 38 No. 24-09,GASOLINA CORRIENTE OXIGENADA,9130,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,807,SAN ANDRES DE TUMACO,ESTACION DE SERVICIO HELSIS,TERPEL,Barrio El Pindo,ACPM - DIESEL,7787,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
7,CAQUETA,381,CARTAGENA DEL CHAIRA,EDS LA GRAN ESTACION,TERPEL,VEREDA EL DIAMANTE VIA CARTAGENA DEL CHAIRA-EL PAUJIL-CAQUETA,BIODIESEL EXTRA,9770,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,504,CHIA,ESTACION DE SERVICIO AUTOMOTRIZ BRIO CHIA,BIOMAX,CARRERA 12 No. 9-01,GASOLINA CORRIENTE OXIGENADA,9670,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
6,CALDAS,356,CHINCHINA,ESTACION DE SERVICIO EL EDEN,TERPEL,CARRERA 4 No. 13A-25,GASOLINA CORRIENTE OXIGENADA,9605,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,504,CHIA,ESTACION DE SERVICIO PETROBRAS SANTA ANA,PETROBRAS,KILOMETRO 1.5 VIA CHIA - CAJICA,BIODIESEL EXTRA,8980,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
5,BOYACA,266,GARAGOA,ESTACION DE SERVICIO AUTOMOTRIZ AVENIDA 15 DE GARAGOA,BIOMAX,Calle 14 No.14-51,BIODIESEL EXTRA,9485,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,807,SAN ANDRES DE TUMACO,EDS GASOLINERA CAICEDO 1,PETROMIL,LLORENTE,GASOLINA CORRIENTE OXIGENADA,7900,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
5,BOYACA,228,TUNJA,ESTACION DE SERVICIO EL CARARE,MOBIL,TRANSVERSAL 15 No. 26-03,BIODIESEL EXTRA,9295,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
15,MAGDALENA,716,ZONA BANANERA,ESTACION DE SERVICIO AUTOMOTRIZ GUAMACHITO,ECOS,KM 12 VÍA SANTA MARTA,BIODIESEL EXTRA,8970,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,120,SABANETA,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL SANTRA,TEXACO,CARRERA 49 SUR No. 52-300,GASOLINA CORRIENTE OXIGENADA,9690,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
16,META,736,PUERTO GAITAN,ESTACION DE SERVICIO PINGUINO REAL,ZEUSS,VEREDA PLANAS,BIODIESEL EXTRA,8600,A,07/24/2019 12:00:00 AM,07/01/2019 12:00:00 AM
13,HUILA,635,NEIVA,ESTACION DE SERVICIO TERPEL NEIVANA DE GAS,TERPEL,CARRERA 5 No. 3-158 SUR,GASOLINA EXTRA OXIGENADA,11880,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
13,HUILA,635,NEIVA,ESTACION DE SERVICIO TERPEL NEIVANA DE GAS,TERPEL,CARRERA 5 No. 3-158 SUR,GASOLINA CORRIENTE OXIGENADA,9610,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
16,META,718,ACACIAS,ITAWA,TEXACO,CARRERA 23 NO. 4-93,GASOLINA CORRIENTE OXIGENADA,8558,A,07/15/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO TINTALITO,TERPEL,AVENIDA CARRERA 86 No. 40 B-69 SUR,GASOLINA CORRIENTE OXIGENADA,9350,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,756,CONTADERO,ESTACION DE SERVICIO LA JOSEFINA,MOBIL,VEREDA LA PROVIDENCIA KILOMETRO 60 VIA PASTO - IPIALES,ACPM - DIESEL,7270,A,07/29/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,779,LEIVA,AUTOCENTRO LEIVA 2,TERPEL,VEREDA PUERTO NUEVO,BIODIESEL EXTRA,7550,A,07/18/2019 12:00:00 AM,07/01/2019 12:00:00 AM
4,BOLIVAR,183,CARTAGENA DE INDIAS,ESTACION DE SERVICIO SAN JUDAS,MOBIL,URBANIZACION ANITA TRANSVERSAL 54 No. 32-16,GASOLINA EXTRA OXIGENADA,12200,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,480,SAHAGUN,ESTACION DE SERVICIO DISTRACOM SAN RAFAEL,TEXACO,CARRETERA TRONCAL DE OCCIDENTE TRANSVERSAL 13 CON CARRERA 5 BARRIO SAN RAFAEL,BIODIESEL EXTRA,9090,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
15,MAGDALENA,687,SANTA MARTA,ESTACION DE SERVICIO PALMITAS,ECOS,Calle 24 No 11- 44,GASOLINA CORRIENTE OXIGENADA,9250,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1061,PALMIRA,EDS LA ITALIA,TEXACO,CALLE 10 CON DIAGONAL 28 ESQUINA,BIODIESEL EXTRA,9310,A,07/22/2019 12:00:00 AM,07/01/2019 12:00:00 AM
27,PUTUMAYO,1115,VILLAGARZON,ESTACION DE SERVICIO SAN ANTONIO,TERPEL,KILOMETRO 1 SALIDA A PUERTO ASIS VILLAGARZON,BIODIESEL EXTRA,9390,A,07/17/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,807,SAN ANDRES DE TUMACO,EDS GASOLINERA CAICEDO 2,PETROMIL,LLORENTE,BIODIESEL EXTRA,7900,A,07/12/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,469,LA APARTADA,DISTRACOM LA APARTADA,TEXACO,CALLE 20 Nº 9B-51,BIODIESEL EXTRA,8450,A,07/08/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO NQS 8,PETROBRAS,CARRERA 30 No. 8-11,BIODIESEL EXTRA,8679,A,07/12/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,478,PUERTO LIBERTADOR,ESTACION DE SERVICIO LA PUERTA DEL SOL,MOBIL,CARRERA 14 No. 19-21,GASOLINA CORRIENTE OXIGENADA,9900,A,07/12/2019 12:00:00 AM,07/01/2019 12:00:00 AM
4,BOLIVAR,219,SANTA ROSA DEL SUR,ESTACION DE SERVICIO EL EXITO,TERPEL,TRANSVERSAL 13 No.17-24,BIODIESEL EXTRA,9030,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,876,BUCARAMANGA,ESTACION DE SERVICIO LA AURORA,MOBIL,CALLE 32 No.33A-56,GASOLINA EXTRA OXIGENADA,11590,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1051,EL CERRITO,ESTACION DE SERVICIO SANTA ELENA VALLE SAS,BIOMAX,CARRERA SANTA ELENA SECTOR LA BLANQUITA,BIODIESEL EXTRA,9140,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,508,COGUA,ESTACION DE SERVICIO EL PARAISO PROCARBON,MOBIL,KILOMETRO 4 VIA ZIPAQUIRA - UBATE - COGUA,BIODIESEL EXTRA,9069,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
18,NORTE DE SANTANDER,834,OCAÑA,ESTACION DE SERVICIO SAN IGNACIO,TERPEL,KILOMETRO 7 VIA CONVENCION,BIODIESEL EXTRA,6700,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,56,BRICEÑO,EDS - EL MIRADOR DE BRICEÑO,TEXACO,SECTOR LLANADAS VEREDA EL RESPALDO,GASOLINA CORRIENTE OXIGENADA,9780,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO TERPEL ESTRELLITA,TERPEL,CALLE 40 SUR 73 - 12,GASOLINA CORRIENTE OXIGENADA,9649,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
